GPSTime,DeviceTime,Longitude,Latitude,GPSSpeed(Meters/second),HorizontalDilutionofPrecision,Altitude,Bearing,G(x),G(y),G(z),G(calibrated),EngineRPM(rpm),EngineLoad(%),Speed(OBD)(km/h),ThrottlePosition(Manifold)(%),KilometersPerLitre(Instant)(kpl),MassAirFlowRate(g/s)
Wed Sep 04 12:48:08 GMT+02:00 2019,54:21.8,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3164.5,41.96078491,101,20.7843132,16.07253456,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:21.9,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3164.5,41.96078491,101,20.7843132,16.07253456,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:22.0,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3164.5,41.96078491,101,20.7843132,16.07253456,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:22.1,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3164.5,41.96078491,101,20.7843132,16.07253456,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:22.2,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3164.5,41.96078491,101,20.7843132,16.07253456,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:22.3,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3164.5,41.96078491,101,20.7843132,16.11951637,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:22.4,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3164.5,41.96078491,101,20.7843132,16.11951637,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:22.5,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3164.5,41.96078491,101,20.7843132,16.11951637,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:22.6,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3155,41.96078491,101,20.7843132,16.11951637,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:22.7,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3155,41.96078491,101,20.7843132,16.11951637,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:22.8,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3155,41.96078491,101,20.7843132,16.11951637,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:22.9,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3155,41.96078491,101,20.7843132,16.11951637,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:23.0,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3155,42.74509811,101,20.7843132,16.11951637,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:23.1,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3155,42.74509811,101,20.7843132,16.11951637,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:23.2,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3155,42.74509811,101,20.7843132,16.11951637,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:23.3,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3155,42.74509811,101,20.7843132,16.11951637,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:23.4,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3155,42.74509811,101,20.7843132,16.11951637,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:23.5,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3155,42.74509811,101,28.23529434,16.11951637,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:23.6,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3155,42.74509811,101,28.23529434,16.11951637,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:23.7,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3155,42.74509811,101,28.23529434,9.700832367,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:23.8,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3155,42.74509811,101,28.23529434,9.700832367,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:23.9,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3191.25,42.74509811,101,28.23529434,9.700832367,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:24.0,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3191.25,42.74509811,101,28.23529434,9.700832367,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:24.1,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3191.25,42.74509811,101,28.23529434,9.700832367,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:24.2,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3191.25,42.74509811,102,28.23529434,9.700832367,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:24.3,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3191.25,42.74509811,102,28.23529434,9.700832367,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:24.4,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3191.25,51.76470566,102,28.23529434,9.700832367,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:24.5,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3191.25,51.76470566,102,28.23529434,9.700832367,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:24.6,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3191.25,51.76470566,102,28.23529434,9.700832367,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:24.7,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3191.25,51.76470566,102,22.35294151,9.700832367,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:24.8,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3191.25,51.76470566,102,22.35294151,9.700832367,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:24.9,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3191.25,51.76470566,102,22.35294151,13.55983353,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:25.0,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3191.25,51.76470566,102,22.35294151,13.55983353,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:25.1,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3224.25,51.76470566,102,22.35294151,13.55983353,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:25.2,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3224.25,51.76470566,102,22.35294151,13.55983353,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:25.3,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3224.25,51.76470566,102,22.35294151,13.55983353,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:25.4,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3224.25,51.76470566,103,22.35294151,13.55983353,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:25.5,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3224.25,51.76470566,103,22.35294151,13.55983353,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:25.6,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3224.25,47.05882263,103,22.35294151,13.55983353,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:25.7,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3224.25,47.05882263,103,22.35294151,13.55983353,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:25.8,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3224.25,47.05882263,103,22.35294151,13.55983353,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:25.9,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3224.25,47.05882263,103,22.35294151,13.55983353,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:26.0,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3224.25,47.05882263,103,22.35294151,13.55983353,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:26.1,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3224.25,47.05882263,103,21.56862831,13.55983353,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:26.2,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3224.25,47.05882263,103,21.56862831,13.55983353,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:26.3,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3224.25,47.05882263,103,21.56862831,14.73111725,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:26.4,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3224.25,47.05882263,103,21.56862831,14.73111725,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:26.5,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3224.25,47.05882263,103,21.56862831,14.73111725,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:26.6,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3218.75,47.05882263,103,21.56862831,14.73111725,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:26.7,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3218.75,47.05882263,103,21.56862831,14.73111725,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:26.8,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3218.75,47.05882263,102,21.56862831,14.73111725,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:26.9,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3218.75,47.05882263,102,21.56862831,14.73111725,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:27.0,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3218.75,45.49019623,102,21.56862831,14.73111725,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:27.1,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3218.75,45.49019623,102,21.56862831,14.73111725,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:27.2,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3218.75,45.49019623,102,21.56862831,14.73111725,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:27.3,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3218.75,45.49019623,102,21.56862831,14.73111725,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:27.4,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3218.75,45.49019623,102,21.56862831,14.73111725,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:27.5,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3218.75,45.49019623,102,21.56862831,14.30210876,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:27.6,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3218.75,45.49019623,102,21.56862831,14.30210876,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:27.7,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3173.75,45.49019623,102,21.56862831,14.30210876,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:27.8,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3173.75,45.49019623,102,21.56862831,14.30210876,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:27.9,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3173.75,45.49019623,102,21.56862831,14.30210876,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:28.0,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3173.75,45.49019623,102,21.56862831,14.30210876,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:28.1,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3173.75,72.15686035,102,21.56862831,14.30210876,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:28.2,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3173.75,72.15686035,102,21.56862831,14.30210876,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:28.3,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3173.75,72.15686035,102,21.56862831,14.30210876,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:28.4,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3173.75,72.15686035,102,21.56862831,14.30210876,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:28.5,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3173.75,72.15686035,102,21.56862831,14.30210876,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:28.6,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3173.75,72.15686035,102,27.45098114,14.30210876,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:28.7,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3173.75,72.15686035,102,27.45098114,14.30210876,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:28.8,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3173.75,72.15686035,102,27.45098114,9.739001274,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:28.9,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3173.75,72.15686035,102,27.45098114,9.739001274,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:29.0,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3173.75,72.15686035,102,27.45098114,9.739001274,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:29.1,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3225.75,72.15686035,102,27.45098114,9.739001274,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:29.2,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3225.75,72.15686035,102,27.45098114,9.739001274,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:29.3,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3225.75,72.15686035,103,27.45098114,9.739001274,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:29.4,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3225.75,72.15686035,103,27.45098114,9.739001274,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:29.5,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3225.75,63.13725662,103,27.45098114,9.739001274,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:29.6,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3225.75,63.13725662,103,27.45098114,9.739001274,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:29.7,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3225.75,63.13725662,103,27.45098114,9.739001274,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:29.8,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3225.75,63.13725662,103,25.09803963,9.739001274,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:29.9,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3225.75,63.13725662,103,25.09803963,9.739001274,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:30.0,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3225.75,63.13725662,103,25.09803963,11.10354614,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:30.1,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3225.75,63.13725662,103,25.09803963,11.10354614,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:30.2,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3245.25,63.13725662,103,25.09803963,11.10354614,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:30.3,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3245.25,63.13725662,103,25.09803963,11.10354614,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:30.4,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3245.25,63.13725662,103,25.09803963,11.10354614,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:30.5,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3245.25,63.13725662,103,25.09803963,11.10354614,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:30.6,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3245.25,63.13725662,103,25.09803963,11.10354614,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:30.7,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3245.25,58.03921509,103,25.09803963,11.10354614,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:30.8,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3245.25,58.03921509,103,25.09803963,11.10354614,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:30.9,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3245.25,58.03921509,103,25.09803963,11.10354614,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:31.0,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3245.25,58.03921509,103,25.09803963,11.10354614,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:31.1,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3245.25,58.03921509,103,25.09803963,11.10354614,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:31.2,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3245.25,58.03921509,103,24.70588303,11.10354614,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:31.3,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3245.25,58.03921509,103,24.70588303,11.10354614,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:31.4,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3245.25,58.03921509,103,24.70588303,11.60769749,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:31.5,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3245.25,58.03921509,103,24.70588303,11.60769749,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:31.6,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3252.25,58.03921509,103,24.70588303,11.60769749,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:31.7,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3252.25,58.03921509,103,24.70588303,11.60769749,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:31.8,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3252.25,58.03921509,103,24.70588303,11.60769749,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:31.9,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3252.25,58.03921509,104,24.70588303,11.60769749,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:32.0,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3252.25,58.03921509,104,24.70588303,11.60769749,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:32.1,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3252.25,57.64706039,104,24.70588303,11.60769749,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:32.2,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3252.25,57.64706039,104,24.70588303,11.60769749,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:32.3,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3252.25,57.64706039,104,24.31372643,11.60769749,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:32.4,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3252.25,57.64706039,104,24.31372643,11.60769749,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:32.5,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3252.25,57.64706039,104,24.31372643,11.60769749,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:32.6,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3252.25,57.64706039,104,24.31372643,11.9003458,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:32.7,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3252.25,57.64706039,104,24.31372643,11.9003458,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:32.8,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3266.5,57.64706039,104,24.31372643,11.9003458,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:32.9,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3266.5,57.64706039,104,24.31372643,11.9003458,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:33.0,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3266.5,57.64706039,105,24.31372643,11.9003458,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:33.1,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3266.5,57.64706039,105,24.31372643,11.9003458,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:33.2,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3266.5,56.07843399,105,24.31372643,11.9003458,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:33.3,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3266.5,56.07843399,105,24.31372643,11.9003458,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:33.4,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3266.5,56.07843399,105,24.31372643,11.9003458,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:33.5,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3266.5,56.07843399,105,24.31372643,11.9003458,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:33.6,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3266.5,56.07843399,105,24.31372643,11.9003458,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:33.7,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3266.5,56.07843399,105,23.92156982,11.9003458,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:33.8,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3266.5,56.07843399,105,23.92156982,11.9003458,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:33.9,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3266.5,56.07843399,105,23.92156982,12.6269331,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:34.0,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3266.5,56.07843399,105,23.92156982,12.6269331,-
Wed Sep 04 12:48:08 GMT+02:00 2019,54:34.1,11.15600498,43.46715711,14.54,8.576,160.7380371,109.2,1.118515,-5.624878,8.477219,0.001583702,3266.5,56.07843399,105,23.92156982,12.6269331,-
