GPSTime, DeviceTime, Longitude,Latitude,GPSSpeed(Meters/second),HorizontalDilutionofPrecision,Altitude,Bearing,G(x),G(y),G(z),G(calibrated),EngineRPM(rpm),EngineLoad(%),Speed(OBD)(km/h),ThrottlePosition(Manifold)(%),KilometersPerLitre(Instant)(kpl),GPSAltitude(m)
Tue May 28 08:37:37 GMT+02:00 2019,37:36.4,11.16652675,43.41070971,20.83,6.432,259.0628662,117.2,-0.5574341,-1.2626343,9.473221,-0.005134761,2406,37.64706039,77,20,14.77912426,259.0628662
Tue May 28 08:37:37 GMT+02:00 2019,37:36.5,11.16652675,43.41070971,20.83,6.432,259.0628662,117.2,-0.12887573,-1.3847351,9.568985,-0.010025356,2406,37.64706039,77,20,14.77912426,259.0628662
Tue May 28 08:37:37 GMT+02:00 2019,37:36.6,11.16652675,43.41070971,20.83,6.432,259.0628662,117.2,-0.3730774,-1.1524963,9.612076,-0.002394768,2406,37.64706039,77,20,14.77912426,259.0628662
Tue May 28 08:37:37 GMT+02:00 2019,37:36.7,11.16652675,43.41070971,20.83,6.432,259.0628662,117.2,-0.26293945,-1.4206543,9.638412,-8.03E-05,2406,37.64706039,77,20,14.77912426,259.0628662
Tue May 28 08:37:37 GMT+02:00 2019,37:36.8,11.16652675,43.41070971,20.83,6.432,259.0628662,117.2,-0.83995056,-0.86520386,9.446884,-0.010201395,2406,37.64706039,77,20,14.77912426,259.0628662
Tue May 28 08:37:37 GMT+02:00 2019,37:36.9,11.16652675,43.41070971,20.83,6.432,259.0628662,117.2,0.3020935,-1.8300629,10.423706,0.043448407,2406,37.64706039,77,20,14.77912426,259.0628662
Tue May 28 08:37:37 GMT+02:00 2019,37:37.0,11.16652675,43.41070971,20.83,6.432,259.0628662,117.2,-0.38983154,-0.94421387,9.633621,0.07247121,2406,37.64706039,77,18.03921509,14.77912426,259.0628662
Tue May 28 08:37:38 GMT+02:00 2019,37:37.1,11.16676289,43.41062185,20.87,6.432,258.4446411,116.4,-0.12168884,-0.86520386,9.74855,0.016719222,2406,37.64706039,77,18.03921509,14.77912426,258.4446411
Tue May 28 08:37:38 GMT+02:00 2019,37:37.2,11.16676289,43.41062185,20.87,6.432,258.4446411,116.4,-0.20309448,-1.1932068,9.798828,0.042775035,2406,37.64706039,77,18.03921509,17.50854301,258.4446411
Tue May 28 08:37:38 GMT+02:00 2019,37:37.3,11.16676289,43.41062185,20.87,6.432,258.4446411,116.4,-0.1264801,-1.4039001,9.27449,0.020296255,2406,37.64706039,77,18.03921509,17.50854301,258.4446411
Tue May 28 08:37:38 GMT+02:00 2019,37:37.4,11.16676289,43.41062185,20.87,6.432,258.4446411,116.4,-0.15042114,-1.0902557,9.861069,0.008721024,2406,37.64706039,77,18.03921509,17.50854301,258.4446411
Tue May 28 08:37:38 GMT+02:00 2019,37:37.5,11.16676289,43.41062185,20.87,6.432,258.4446411,116.4,-0.25097656,-1.1309509,9.822769,0.02724117,2402.25,37.64706039,77,18.03921509,17.50854301,258.4446411
