GPSTime,DeviceTime,Longitude,Latitude,GPSSpeed(Meters/second), HorizontalDilutionofPrecision,Altitude,Bearing,G(x),G(y),G(z),G(calibrated),EngineRPM(rpm),EngineLoad(%),Speed(OBD)(km/h),ThrottlePosition(Manifold)(%),KilometersPerLitre(Instant)(kpl),MassAirFlowRate(g/s)
Mon Aug 26 13:03:28 GMT+02:00 2019,03:36.0,9.31365458,42.50732762,21.45,30.016,179.4223633,76.4,0.17997742,-5.191513,7.842758,-0.02207297,4058.25,56.07843399,84,36.47058868,5.420321941,-
Mon Aug 26 13:03:28 GMT+02:00 2019,03:36.1,9.31365458,42.50732762,21.45,30.016,179.4223633,76.4,0.06266785,-5.1484222,7.524338,-0.006786168,4058.25,56.07843399,84,9.411765099,5.420321941,-
Mon Aug 26 13:03:28 GMT+02:00 2019,03:36.2,9.31365458,42.50732762,21.45,30.016,179.4223633,76.4,0.017181396,-5.8690796,7.4716644,-0.01248157,4058.25,56.07843399,84,9.411765099,5.420321941,-
Mon Aug 26 13:03:28 GMT+02:00 2019,03:36.3,9.31365458,42.50732762,21.45,30.016,179.4223633,76.4,0.057876587,-5.569809,7.821213,-0.002207756,4058.25,56.07843399,84,9.411765099,31.97617722,-
Mon Aug 26 13:03:28 GMT+02:00 2019,03:36.4,9.31365458,42.50732762,21.45,30.016,179.4223633,76.4,-0.023529053,-5.8858337,7.6177063,-0.016064098,4058.25,56.07843399,84,9.411765099,31.97617722,-
Mon Aug 26 13:03:28 GMT+02:00 2019,03:36.5,9.31365458,42.50732762,21.45,30.016,179.4223633,76.4,0.043518066,-5.538681,7.948105,-0.009184526,4038.75,56.07843399,84,9.411765099,31.97617722,-
Mon Aug 26 13:03:28 GMT+02:00 2019,03:36.6,9.31365458,42.50732762,21.45,30.016,179.4223633,76.4,0.09379578,-5.823593,7.802063,0.011485577,4038.75,56.07843399,84,9.411765099,31.97617722,-
Mon Aug 26 13:03:28 GMT+02:00 2019,03:36.7,9.31365458,42.50732762,21.45,30.016,179.4223633,76.4,-0.011550903,-5.2322235,7.4572906,-0.052381635,4038.75,56.07843399,84,9.411765099,31.97617722,-
Mon Aug 26 13:03:28 GMT+02:00 2019,03:36.8,9.31365458,42.50732762,21.45,30.016,179.4223633,76.4,-0.08816528,-5.8882294,7.5506744,-0.023339309,4038.75,56.07843399,83,9.411765099,31.97617722,-
Mon Aug 26 13:03:28 GMT+02:00 2019,03:36.9,9.31365458,42.50732762,21.45,30.016,179.4223633,76.4,0.11773682,-5.4213715,7.3303986,-0.051529408,4038.75,56.07843399,83,9.411765099,31.97617722,-
Mon Aug 26 13:03:28 GMT+02:00 2019,03:37.0,9.31365458,42.50732762,21.45,30.016,179.4223633,76.4,0.048294067,-5.605713,7.47406,-0.028624833,4038.75,17.25490189,83,9.411765099,31.97617722,-
Mon Aug 26 13:03:28 GMT+02:00 2019,03:37.1,9.31365458,42.50732762,21.45,30.016,179.4223633,76.4,-0.12408447,-5.984009,8.003174,0.008589387,4038.75,17.25490189,83,9.411765099,31.97617722,-
Mon Aug 26 13:03:28 GMT+02:00 2019,03:37.2,9.31365458,42.50732762,21.45,30.016,179.4223633,76.4,-0.24858093,-5.9409027,8.027115,-0.012989468,4038.75,17.25490189,83,9.019607544,31.97617722,-
Mon Aug 26 13:03:28 GMT+02:00 2019,03:37.3,9.31365458,42.50732762,21.45,30.016,179.4223633,76.4,-0.23660278,-5.7828827,7.7996674,0.009060442,4038.75,17.25490189,83,9.019607544,31.97617722,-
Mon Aug 26 13:03:28 GMT+02:00 2019,03:37.4,9.31365458,42.50732762,21.45,30.016,179.4223633,76.4,-0.4592743,-5.7900696,7.5794067,-0.007606387,4038.75,17.25490189,83,9.019607544,24.69293404,-
Mon Aug 26 13:03:28 GMT+02:00 2019,03:37.5,9.31365458,42.50732762,21.45,30.016,179.4223633,76.4,-0.7705231,-5.636841,7.6224976,0.008684754,4038.75,17.25490189,83,9.019607544,24.69293404,-
Mon Aug 26 13:03:28 GMT+02:00 2019,03:37.6,9.31365458,42.50732762,21.45,30.016,179.4223633,76.4,-0.6867218,-5.732605,7.715866,0.001349926,4038.75,17.25490189,83,9.019607544,24.69293404,-
Mon Aug 26 13:03:28 GMT+02:00 2019,03:37.7,9.31365458,42.50732762,21.45,30.016,179.4223633,76.4,-0.89741516,-5.7493744,7.746994,0.006664813,3869.75,17.25490189,83,9.019607544,24.69293404,-
Mon Aug 26 13:03:28 GMT+02:00 2019,03:37.8,9.31365458,42.50732762,21.45,30.016,179.4223633,76.4,-0.94529724,-6.1324463,8.077393,0.05727893,3869.75,17.25490189,83,9.019607544,24.69293404,-
Mon Aug 26 13:03:28 GMT+02:00 2019,03:37.9,9.31365458,42.50732762,21.45,30.016,179.4223633,76.4,-1.122467,-5.6679688,7.7254486,0.006846236,3869.75,17.25490189,80,9.019607544,24.69293404,-
Mon Aug 26 13:03:28 GMT+02:00 2019,03:38.0,9.31365458,42.50732762,21.45,30.016,179.4223633,76.4,-0.9213562,-5.8379517,7.4213867,-0.013902068,3869.75,17.25490189,80,9.019607544,24.69293404,-
Mon Aug 26 13:03:28 GMT+02:00 2019,03:38.1,9.31365458,42.50732762,21.45,30.016,179.4223633,76.4,-1.3044281,-5.904999,7.893036,0.03259498,3869.75,17.25490189,80,9.019607544,24.69293404,-
Mon Aug 26 13:03:28 GMT+02:00 2019,03:38.2,9.31365458,42.50732762,21.45,30.016,179.4223633,76.4,-1.158371,-5.617691,7.735016,0.011746628,3869.75,17.25490189,80,9.019607544,24.69293404,-
Mon Aug 26 13:03:28 GMT+02:00 2019,03:38.3,9.31365458,42.50732762,21.45,30.016,179.4223633,76.4,-1.2110443,-5.984009,7.8954315,0.03639263,3869.75,17.25490189,80,9.019607544,24.69293404,-
Mon Aug 26 13:03:28 GMT+02:00 2019,03:38.4,9.31365458,42.50732762,21.45,30.016,179.4223633,76.4,-1.2661133,-5.7541504,7.739807,0.010556877,3869.75,17.25490189,80,9.019607544,24.69293404,-
Mon Aug 26 13:03:28 GMT+02:00 2019,03:38.5,9.31365458,42.50732762,21.45,30.016,179.4223633,76.4,-0.97402954,-5.624878,7.430954,-0.02579695,3869.75,17.25490189,80,9.019607544,24.69293404,-
Mon Aug 26 13:03:28 GMT+02:00 2019,03:38.6,9.31365458,42.50732762,21.45,30.016,179.4223633,76.4,-1.0099335,-5.4812164,7.292099,-0.005915515,3869.75,17.25490189,80,9.411765099,24.69293404,-
Mon Aug 26 13:03:28 GMT+02:00 2019,03:38.7,9.31365458,42.50732762,21.45,30.016,179.4223633,76.4,-1.0937347,-6.00795,7.842758,0.03223616,3869.75,17.25490189,80,9.411765099,24.69293404,-
Mon Aug 26 13:03:28 GMT+02:00 2019,03:38.8,9.31365458,42.50732762,21.45,30.016,179.4223633,76.4,-1.1248627,-5.69191,7.5794067,-0.007994413,3869.75,17.25490189,80,9.411765099,26.30099869,-
Mon Aug 26 13:03:28 GMT+02:00 2019,03:38.9,9.31365458,42.50732762,21.45,30.016,179.4223633,76.4,-1.0961304,-5.92894,7.9935913,0.01890506,3869.75,17.25490189,80,9.411765099,26.30099869,-
Mon Aug 26 13:03:28 GMT+02:00 2019,03:39.0,9.31365458,42.50732762,21.45,30.016,179.4223633,76.4,-0.964447,-5.775711,7.7517853,0.009305179,3869.75,17.25490189,80,9.411765099,26.30099869,-
Mon Aug 26 13:03:28 GMT+02:00 2019,03:39.1,9.31365458,42.50732762,21.45,30.016,179.4223633,76.4,-1.0554199,-5.7230377,7.5386963,-0.010194421,3738.75,17.25490189,80,9.411765099,26.30099869,-
